"model","df","AICc","ΔAICc"
"Study ID only",18,120.645733666945,0
"Estimate ID only",18,121.152736325747,0.507002658802293
"No random effect",18,122.516612073598,1.87087840665355
"Estimate ID nested in study ID",18,132.762104549356,12.1163708824109
"Species only",18,133.064004359554,12.4182706926094
"Estimate ID nested in species",18,134.229659405094,13.5839257381494
